Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-04 16:42:59,24565,24577,24565,24576.9,31070,16448250
2026-03-04 16:43:59,24576.9,24577,24566.6,24566.6,18135,16448250
2026-03-04 16:44:59,24566.6,24567,24550.1,24551,17550,16448250
2026-03-04 16:45:59,24550,24557,24543,24545,18850,16448250
2026-03-04 16:46:59,24545,24555,24542,24546.4,12675,16458000
2026-03-04 16:47:59,24546.4,24552.4,24542.2,24549.4,21320,16458000
2026-03-04 16:48:59,24545.3,24551.4,24540,24540,12805,16458000
2026-03-04 16:49:59,24542,24542,24532,24534,7345,16468075
2026-03-04 16:50:59,24534,24540,24530,24538,6955,16468075
2026-03-04 16:51:59,24538,24544.2,24531,24538.5,4615,16468075
2026-03-04 16:52:59,24538.5,24541.4,24535,24541.4,4485,16470870
2026-03-04 16:53:59,24541.4,24541.4,24511,24511,14430,16470870
2026-03-04 16:54:59,24511,24517.9,24506,24517.9,10660,16470870
2026-03-04 16:55:59,24517.9,24521.9,24513,24521.3,5590,16474120
2026-03-04 16:56:59,24515.7,24520.4,24503.1,24509.6,12675,16474120
2026-03-04 16:57:59,24503.2,24511,24499.2,24500,21385,16474120
2026-03-04 16:58:59,24500,24505,24490,24492,18005,16488940
2026-03-04 16:59:59,24490,24494.3,24476,24481.4,37635,16488940
2026-03-04 17:00:59,24489.3,24495.9,24479.4,24486.4,14885,16488940
2026-03-04 17:01:59,24481.1,24485.3,24470,24472.2,23465,16514680
2026-03-04 17:02:59,24470.1,24475,24466,24467.5,16575,16514680
2026-03-04 17:03:59,24470,24479.1,24466.1,24475.2,10400,16514680
2026-03-04 17:04:59,24472,24483.7,24470,24481.9,13260,16522545
2026-03-04 17:05:59,24483.6,24493.2,24477,24490,18785,16522545
2026-03-04 17:06:59,24489.9,24499.9,24485,24495.2,9620,16522545
2026-03-04 17:07:59,24495.2,24505.5,24485,24490,15470,16522350
